caseid,task,user,end_timestamp,start_timestamp,Activity,Resource,@@startevent_concept:name,@@startevent_org:resource,@@startevent_Activity,@@startevent_Resource,@@duration
Case18,Round Grinding,ID0420,2012-02-27 10:34:00.000000,2012-02-27 03:25:00.000000,Round Grinding,ID0420,Round Grinding,ID0420,Round Grinding,ID0420,25740.0
Case18,Round Grinding,ID4385,2012-02-27 13:46:00.000000,2012-02-27 10:40:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,11160.0
Case18,Round Grinding,ID4355,2012-02-27 20:34:00.000000,2012-02-27 13:50:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,24240.0
Case18,Final Inspection Q.C.,ID4163,2012-02-27 15:40:00.000000,2012-02-27 14:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,6000.0
Case18,Final Inspection Q.C.,ID4163,2012-02-27 23:12:00.000000,2012-02-27 17:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,22320.0
Case18,Round Grinding,ID4355,2012-02-27 21:16:00.000000,2012-02-27 20:35:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,2460.0
Case18,Packing,ID4820,2012-02-28 08:00:00.000000,2012-02-28 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case18,Final Inspection Q.C.,ID4163,2012-02-28 15:40:00.000000,2012-02-28 14:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,6000.0
Case18,Final Inspection Q.C.,ID4163,2012-02-28 18:50:00.000000,2012-02-28 16:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,10200.0
Case18,Lapping,ID4882,2012-02-28 21:08:00.000000,2012-02-28 19:28:00.000000,Lapping,ID4882,Lapping,ID4882,Lapping,ID4882,6000.0
Case18,Final Inspection Q.C.,ID4163,2012-02-29 01:02:00.000000,2012-02-28 20:20:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,16920.0
Case18,Round Grinding,ID4355,2012-02-28 23:39:00.000000,2012-02-28 20:48:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,10260.0
Case18,Lapping,ID0998,2012-02-28 22:26:00.000000,2012-02-28 21:11:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,4500.0
Case18,Turning & Milling,ID4355,2012-02-29 00:55:00.000000,2012-02-28 23:40:00.000000,Turning & Milling,ID4355,Turning & Milling,ID4355,Turning & Milling,ID4355,4500.0
Case18,Round Grinding,ID4355,2012-02-29 01:51:00.000000,2012-02-28 23:41:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,7800.0
Case18,Round Grinding,ID0420,2012-02-29 08:05:00.000000,2012-02-29 03:20:00.000000,Round Grinding,ID0420,Round Grinding,ID0420,Round Grinding,ID0420,17100.0
Case18,Packing,ID4820,2012-02-29 08:00:00.000000,2012-02-29 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case18,Lapping,ID4882,2012-02-29 08:15:00.000000,2012-02-29 07:00:00.000000,Lapping,ID4882,Lapping,ID4882,Lapping,ID4882,4500.0
Case18,Round Grinding,ID4385,2012-02-29 13:33:00.000000,2012-02-29 08:28:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,18300.0
Case18,Final Inspection Q.C.,ID4163,2012-02-29 15:30:00.000000,2012-02-29 14:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,5400.0
Case18,Round Grinding,ID4355,2012-02-29 22:53:00.000000,2012-02-29 16:14:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,23940.0
Case18,Final Inspection Q.C.,ID4163,2012-02-29 18:30:00.000000,2012-02-29 17:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,5400.0
Case18,Final Inspection Q.C.,ID4163,2012-02-29 21:20:00.000000,2012-02-29 20:20:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,3600.0
Case18,Final Inspection Q.C.,ID4163,2012-02-29 22:00:00.000000,2012-02-29 21:20:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,2400.0
Case18,Final Inspection Q.C.,ID4163,2012-02-29 22:45:00.000000,2012-02-29 22:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,2700.0
Case18,Final Inspection Q.C.,ID4163,2012-02-29 23:12:00.000000,2012-02-29 22:45:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,1620.0
Case18,Lapping,ID0998,2012-03-01 01:14:00.000000,2012-02-29 23:04:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,7800.0
Case18,Round Grinding,ID4385,2012-03-01 11:07:00.000000,2012-03-01 03:37:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,27000.0
Case18,Lapping,ID4882,2012-03-01 08:15:00.000000,2012-03-01 07:00:00.000000,Lapping,ID4882,Lapping,ID4882,Lapping,ID4882,4500.0
Case18,Round Grinding,ID0420,2012-03-01 13:46:00.000000,2012-03-01 11:20:00.000000,Round Grinding,ID0420,Round Grinding,ID0420,Round Grinding,ID0420,8760.0
Case18,Round Grinding,ID4355,2012-03-01 22:57:00.000000,2012-03-01 14:02:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,32100.0
Case18,Lapping,ID0998,2012-03-01 23:46:00.000000,2012-03-01 16:24:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,26520.0
Case18,Final Inspection Q.C.,ID4163,2012-03-01 21:25:00.000000,2012-03-01 20:20:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,3900.0
Case18,Round Grinding,ID4385,2012-03-02 13:33:00.000000,2012-03-02 03:51:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,34920.0
Case18,Packing,ID4820,2012-03-02 08:00:00.000000,2012-03-02 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case18,Lapping,ID4882,2012-03-02 08:15:00.000000,2012-03-02 07:00:00.000000,Lapping,ID4882,Lapping,ID4882,Lapping,ID4882,4500.0
Case18,Lapping,ID0998,2012-03-02 19:30:00.000000,2012-03-02 18:15:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,4500.0
Case18,Round Grinding,ID4445,2012-03-04 13:46:00.000000,2012-03-04 05:12:00.000000,Round Grinding,ID4445,Round Grinding,ID4445,Round Grinding,ID4445,30840.0
Case18,Final Inspection Q.C.,ID4163,2012-03-04 14:30:00.000000,2012-03-04 14:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,1800.0
Case18,Lapping,ID0998,2012-03-04 18:34:00.000000,2012-03-04 15:23:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,11460.0
Case18,Round Grinding,ID0420,2012-03-05 00:48:00.000000,2012-03-04 17:28:00.000000,Round Grinding,ID0420,Round Grinding,ID0420,Round Grinding,ID0420,26400.0
Case18,Final Inspection Q.C.,ID4163,2012-03-05 01:00:00.000000,2012-03-04 21:20:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,13200.0
Case18,Grinding Rework,ID4528,2012-03-05 00:43:00.000000,2012-03-04 23:56:00.000000,Grinding Rework,ID4528,Grinding Rework,ID4528,Grinding Rework,ID4528,2820.0
Case18,Lapping,ID0998,2012-03-05 00:44:00.000000,2012-03-05 00:43:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,60.0
Case18,Round Grinding,ID4355,2012-03-05 13:49:00.000000,2012-03-05 03:09:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,38400.0
Case18,Lapping,ID4882,2012-03-05 08:15:00.000000,2012-03-05 07:00:00.000000,Lapping,ID4882,Lapping,ID4882,Lapping,ID4882,4500.0
Case18,Laser Marking,ID4882,2012-03-05 08:15:00.000000,2012-03-05 07:00:00.000000,Laser Marking,ID4882,Laser Marking,ID4882,Laser Marking,ID4882,4500.0
Case18,Final Inspection Q.C.,ID4163,2012-03-05 15:40:00.000000,2012-03-05 14:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,6000.0
Case18,Grinding Rework,ID4528,2012-03-06 00:12:00.000000,2012-03-05 14:01:00.000000,Grinding Rework,ID4528,Grinding Rework,ID4528,Grinding Rework,ID4528,36660.0
Case18,Round Grinding,ID0420,2012-03-05 22:53:00.000000,2012-03-05 14:17:00.000000,Round Grinding,ID0420,Round Grinding,ID0420,Round Grinding,ID0420,30960.0
Case18,Lapping,ID0998,2012-03-05 18:39:00.000000,2012-03-05 15:11:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,12480.0
Case18,Final Inspection Q.C.,ID4163,2012-03-05 19:50:00.000000,2012-03-05 16:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,13800.0
Case18,Lapping,ID4882,2012-03-05 21:47:00.000000,2012-03-05 20:22:00.000000,Lapping,ID4882,Lapping,ID4882,Lapping,ID4882,5100.0
Case18,Final Inspection Q.C.,ID4163,2012-03-06 01:02:00.000000,2012-03-05 21:50:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,11520.0
Case18,Lapping,ID4882,2012-03-06 00:12:00.000000,2012-03-05 22:57:00.000000,Lapping,ID4882,Lapping,ID4882,Lapping,ID4882,4500.0
Case18,Round Grinding,ID4355,2012-03-06 05:53:00.000000,2012-03-06 03:10:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,9780.0
Case18,Round Grinding,ID4445,2012-03-06 11:23:00.000000,2012-03-06 05:54:00.000000,Round Grinding,ID4445,Round Grinding,ID4445,Round Grinding,ID4445,19740.0
Case18,Round Grinding,ID4355,2012-03-06 13:19:00.000000,2012-03-06 11:24:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,6900.0
Case18,Round Grinding,ID4355,2012-03-06 13:43:00.000000,2012-03-06 13:20:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,1380.0
Case18,Round Grinding,ID4385,2012-03-07 00:42:00.000000,2012-03-06 22:50:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,6720.0
Case18,Round Grinding,ID4355,2012-03-07 13:48:00.000000,2012-03-07 03:10:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,38280.0
Case18,Round Grinding,ID0420,2012-03-08 00:36:00.000000,2012-03-07 13:58:00.000000,Round Grinding,ID0420,Round Grinding,ID0420,Round Grinding,ID0420,38280.0
Case18,Round Grinding,ID4355,2012-03-08 06:07:00.000000,2012-03-08 03:10:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,10620.0
Case18,Round Grinding,ID4355,2012-03-08 06:25:00.000000,2012-03-08 06:08:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,1020.0
Case18,Grinding Rework,ID4528,2012-03-13 01:58:00.000000,2012-03-13 00:30:00.000000,Grinding Rework,ID4528,Grinding Rework,ID4528,Grinding Rework,ID4528,5280.0
Case18,Final Inspection Q.C.,ID4163,2012-03-18 23:10:00.000000,2012-03-18 20:20:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,10200.0
Case18,Grinding Rework,ID4528,2012-03-18 23:16:00.000000,2012-03-18 23:02:00.000000,Grinding Rework,ID4528,Grinding Rework,ID4528,Grinding Rework,ID4528,840.0
Case18,Final Inspection Q.C.,ID4163,2012-03-19 15:00:00.000000,2012-03-19 14:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,3600.0
Case18,Packing,ID4820,2012-03-20 08:00:00.000000,2012-03-20 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case18,Final Inspection Q.C.,ID4163,2012-03-20 19:50:00.000000,2012-03-20 17:15:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,9300.0
Case18,Packing,ID4820,2012-03-21 08:00:00.000000,2012-03-21 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case18,Final Inspection Q.C.,ID4163,2012-03-22 01:01:00.000000,2012-03-21 22:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,10860.0
Case18,Final Inspection Q.C.,ID4163,2012-03-22 15:40:00.000000,2012-03-22 14:30:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,4200.0
Case18,Final Inspection Q.C.,ID4163,2012-03-22 19:50:00.000000,2012-03-22 16:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,13800.0
Case18,Final Inspection Q.C.,ID4163,2012-03-23 01:04:00.000000,2012-03-22 20:20:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,17040.0
Case18,Final Inspection Q.C.,ID4163,2012-03-23 15:40:00.000000,2012-03-23 14:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,6000.0
Case18,Final Inspection Q.C.,ID4163,2012-03-23 17:30:00.000000,2012-03-23 16:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,5400.0
Case18,Final Inspection Q.C.,ID4163,2012-03-25 20:50:00.000000,2012-03-25 17:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,13800.0
Case18,Final Inspection Q.C.,ID4163,2012-03-25 23:30:00.000000,2012-03-25 21:20:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,7800.0
Case18,Grinding Rework,ID4528,2012-03-26 07:41:00.000000,2012-03-26 05:56:00.000000,Grinding Rework,ID4528,Grinding Rework,ID4528,Grinding Rework,ID4528,6300.0
Case18,Grinding Rework,ID4528,2012-03-27 02:21:00.000000,2012-03-27 02:06:00.000000,Grinding Rework,ID4528,Grinding Rework,ID4528,Grinding Rework,ID4528,900.0
Case18,Grinding Rework,ID4528,2012-03-27 05:23:00.000000,2012-03-27 03:45:00.000000,Grinding Rework,ID4528,Grinding Rework,ID4528,Grinding Rework,ID4528,5880.0
Case18,Final Inspection Q.C.,ID4163,2012-03-27 17:30:00.000000,2012-03-27 17:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,1800.0
Case18,Grinding Rework,ID4872,2012-03-27 19:40:00.000000,2012-03-27 18:25:00.000000,Grinding Rework,ID4872,Grinding Rework,ID4872,Grinding Rework,ID4872,4500.0
Case18,Grinding Rework,ID4872,2012-03-27 23:50:00.000000,2012-03-27 22:20:00.000000,Grinding Rework,ID4872,Grinding Rework,ID4872,Grinding Rework,ID4872,5400.0
Case18,Packing,ID4820,2012-03-28 09:00:00.000000,2012-03-28 08:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case18,Final Inspection Q.C.,ID4163,2012-03-30 02:05:00.000000,2012-03-30 01:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,3900.0
Case18,Packing,ID4491,2012-03-30 09:00:00.000000,2012-03-30 08:00:00.000000,Packing,ID4491,Packing,ID4491,Packing,ID4491,3600.0
Case18,Final Inspection Q.C.,ID4163,2012-03-30 16:12:00.000000,2012-03-30 16:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,720.0
Case18,End,End,2012-03-30 16:12:00.000001,2012-03-30 16:12:00.000001,,,,,,,
Case182,Start,Start,2012-01-09 18:07:59.999999,2012-01-09 18:07:59.999999,,,,,,,
Case182,Turning & Milling Q.C.,ID4618,2012-01-09 18:11:00.000000,2012-01-09 18:08:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,180.0
Case182,Grinding Rework,ID4528,2012-03-07 00:45:00.000000,2012-03-06 23:05:00.000000,Grinding Rework,ID4528,Grinding Rework,ID4528,Grinding Rework,ID4528,6000.0
Case182,Final Inspection Q.C.,ID4618,2012-03-07 23:55:00.000000,2012-03-07 22:45:00.000000,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,4200.0
Case182,Turning & Milling Q.C.,ID4618,2012-03-08 01:13:00.000000,2012-03-07 23:58:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,4500.0
Case182,Packing,ID4820,2012-03-08 08:00:00.000000,2012-03-08 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case182,Turning & Milling Q.C.,ID4618,2012-03-16 18:02:00.000000,2012-03-16 18:01:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,60.0
Case182,Turning & Milling,ID0937,2012-03-20 08:15:00.000000,2012-03-20 07:00:00.000000,Turning & Milling,ID0937,Turning & Milling,ID0937,Turning & Milling,ID0937,4500.0
Case182,Laser Marking,ID0998,2012-03-26 01:00:00.000000,2012-03-25 23:45:00.000000,Laser Marking,ID0998,Laser Marking,ID0998,Laser Marking,ID0998,4500.0
Case182,Lapping,ID4882,2012-03-27 17:34:00.000000,2012-03-27 17:33:00.000000,Lapping,ID4882,Lapping,ID4882,Lapping,ID4882,60.0
Case182,Turning & Milling Q.C.,ID4618,2012-03-28 02:01:00.000000,2012-03-27 18:04:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,28620.0
Case182,Packing,ID4820,2012-03-28 09:00:00.000000,2012-03-28 08:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case182,Round Grinding,ID4872,2012-03-28 22:13:00.000000,2012-03-28 21:56:00.000000,Round Grinding,ID4872,Round Grinding,ID4872,Round Grinding,ID4872,1020.0
Case182,Final Inspection Q.C.,ID4618,2012-03-29 01:34:00.000000,2012-03-28 22:19:00.000000,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,11700.0
Case182,End,End,2012-03-29 01:34:00.000001,2012-03-29 01:34:00.000001,,,,,,,
Case185,Start,Start,2012-01-03 06:59:59.999999,2012-01-03 06:59:59.999999,,,,,,,
Case185,Turning & Milling,ID4132,2012-01-03 08:15:00.000000,2012-01-03 07:00:00.000000,Turning & Milling,ID4132,Turning & Milling,ID4132,Turning & Milling,ID4132,4500.0
Case185,Grinding Rework,ID4528,2012-01-05 01:31:00.000000,2012-01-04 23:59:00.000000,Grinding Rework,ID4528,Grinding Rework,ID4528,Grinding Rework,ID4528,5520.0
Case185,Packing,ID4820,2012-01-05 08:00:00.000000,2012-01-05 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case185,Final Inspection Q.C.,ID4287,2012-01-05 17:13:00.000000,2012-01-05 16:30:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,2580.0
Case185,Turning & Milling Q.C.,ID4287,2012-01-05 21:40:00.000000,2012-01-05 18:30:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,11400.0
Case185,Turning & Milling Q.C.,ID4287,2012-01-08 18:14:00.000000,2012-01-08 16:00:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,8040.0
Case185,Laser Marking,ID0998,2012-01-08 20:37:00.000000,2012-01-08 19:40:00.000000,Laser Marking,ID0998,Laser Marking,ID0998,Laser Marking,ID0998,3420.0
Case185,Lapping,ID0998,2012-01-26 17:00:00.000000,2012-01-26 15:00:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,7200.0
Case185,Final Inspection Q.C.,ID4287,2012-01-30 19:18:00.000000,2012-01-30 18:00:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,4680.0
Case185,Final Inspection Q.C.,ID4287,2012-03-25 19:10:00.000000,2012-03-25 18:15:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,3300.0
Case185,Lapping,ID0998,2012-03-25 23:19:00.000000,2012-03-25 22:47:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,1920.0
Case185,Round Grinding,ID4385,2012-03-26 15:02:00.000000,2012-03-26 12:20:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,9720.0
Case185,Round Grinding,ID4355,2012-03-26 17:33:00.000000,2012-03-26 15:04:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,8940.0
Case185,Round Grinding,ID4355,2012-03-26 19:29:00.000000,2012-03-26 17:34:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,6900.0
Case185,Round Grinding,ID4355,2012-03-26 22:16:00.000000,2012-03-26 19:29:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,10020.0
Case185,Round Grinding,ID4355,2012-03-27 00:14:00.000000,2012-03-26 22:16:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,7080.0
Case185,Final Inspection Q.C.,ID4287,2012-03-29 02:02:00.000000,2012-03-28 17:00:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,32520.0
Case185,Final Inspection Q.C.,ID4287,2012-03-29 23:50:00.000000,2012-03-29 20:00:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,13800.0
Case185,Packing,ID4491,2012-03-30 09:00:00.000000,2012-03-30 08:00:00.000000,Packing,ID4491,Packing,ID4491,Packing,ID4491,3600.0
Case185,Final Inspection Q.C.,ID4287,2012-03-30 16:40:00.000000,2012-03-30 16:00:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,2400.0
Case185,End,End,2012-03-30 16:40:00.000001,2012-03-30 16:40:00.000001,,,,,,,
Case187,Start,Start,2012-01-02 13:59:59.999999,2012-01-02 13:59:59.999999,,,,,,,
Case187,Lapping,ID4882,2012-01-02 16:30:00.000000,2012-01-02 14:00:00.000000,Lapping,ID4882,Lapping,ID4882,Lapping,ID4882,9000.0
Case187,Round Grinding,ID4385,2012-01-10 22:49:00.000000,2012-01-10 20:25:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,8640.0
Case187,Round Grinding,ID4355,2012-01-11 03:04:00.000000,2012-01-11 00:44:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,8400.0
Case187,Round Grinding,ID4445,2012-01-11 13:52:00.000000,2012-01-11 03:05:00.000000,Round Grinding,ID4445,Round Grinding,ID4445,Round Grinding,ID4445,38820.0
Case187,Round Grinding,ID4385,2012-01-11 22:54:00.000000,2012-01-11 13:57:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,32220.0
Case187,Round Grinding,ID4355,2012-01-12 02:59:00.000000,2012-01-11 22:54:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,14700.0
Case187,Round Grinding,ID4445,2012-01-12 13:44:00.000000,2012-01-12 03:00:00.000000,Round Grinding,ID4445,Round Grinding,ID4445,Round Grinding,ID4445,38640.0
Case187,Round Grinding,ID4385,2012-01-12 22:51:00.000000,2012-01-12 13:59:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,31920.0
Case187,Round Grinding,ID4872,2012-01-13 06:42:00.000000,2012-01-12 23:04:00.000000,Round Grinding,ID4872,Round Grinding,ID4872,Round Grinding,ID4872,27480.0
Case187,Round Grinding,ID4445,2012-01-13 10:18:00.000000,2012-01-13 07:21:00.000000,Round Grinding,ID4445,Round Grinding,ID4445,Round Grinding,ID4445,10620.0
Case187,Round Grinding,ID4445,2012-01-15 23:09:00.000000,2012-01-15 19:21:00.000000,Round Grinding,ID4445,Round Grinding,ID4445,Round Grinding,ID4445,13680.0
Case187,Lapping,ID4882,2012-01-15 22:57:00.000000,2012-01-15 22:14:00.000000,Lapping,ID4882,Lapping,ID4882,Lapping,ID4882,2580.0
Case187,Round Grinding,ID4385,2012-01-16 06:39:00.000000,2012-01-15 23:19:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,26400.0
Case187,Round Grinding,ID4528,2012-01-16 12:17:00.000000,2012-01-16 06:33:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,20640.0
Case187,Round Grinding,ID4385,2012-01-17 04:20:00.000000,2012-01-17 02:28:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,6720.0
Case187,Round Grinding,ID4385,2012-01-17 06:40:00.000000,2012-01-17 04:21:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,8340.0
Case187,Final Inspection Q.C.,ID4493,2012-01-19 23:02:00.000000,2012-01-19 17:11:00.000000,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,21060.0
Case187,Final Inspection Q.C.,ID4493,2012-01-22 23:01:00.000000,2012-01-22 17:14:00.000000,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,20820.0
Case187,Final Inspection Q.C.,ID4493,2012-01-23 23:01:00.000000,2012-01-23 17:05:00.000000,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,21360.0
Case187,Final Inspection Q.C.,ID4493,2012-01-24 22:52:00.000000,2012-01-24 16:51:00.000000,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,21660.0
Case187,Packing,ID4820,2012-01-25 08:00:00.000000,2012-01-25 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case187,Final Inspection Q.C.,ID4493,2012-01-25 19:01:00.000000,2012-01-25 17:01:00.000000,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,7200.0
