Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,concept:name,lifecycle:transition,org:resource,type_task
86453,Radicar Solicitud Homologacion,11204,2016/02/15 02:40:57.000,2016/02/15 02:40:57.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,11204,ManualState
86453,Validar solicitud,19019,2016/02/15 02:43:26.000,2016/02/15 02:52:10.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,19019,ManualState
86453,Homologacion por grupo de cursos,1007,2016/02/16 15:44:26.000,2016/02/16 23:22:08.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,1007,SubProcessMultiInstance
86453,End,End,2016/02/16 23:22:08.000,2016/02/16 23:22:08.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
86454,Start,Start,2016/02/15 02:43:30.000,2016/02/15 02:43:30.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
86454,Traer informacion estudiante - banner,11204,2016/02/15 02:43:30.000,2016/02/15 02:43:30.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,11204,AutoState
86454,Radicar Solicitud Homologacion,11204,2016/02/15 02:43:31.000,2016/02/15 02:43:31.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,11204,ManualState
86454,Validar solicitud,19019,2016/02/15 02:46:03.000,2016/02/15 02:54:48.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,19019,ManualState
86454,Homologacion por grupo de cursos,1007,2016/02/16 15:45:52.000,2016/02/16 15:57:29.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,1007,SubProcessMultiInstance
86454,End,End,2016/02/16 15:57:29.000,2016/02/16 15:57:29.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
86503,Start,Start,2016/02/15 00:27:32.000,2016/02/15 00:27:32.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
86503,Traer informacion estudiante - banner,9298,2016/02/15 00:27:32.000,2016/02/15 00:27:32.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,9298,AutoState
86503,Radicar Solicitud Homologacion,9298,2016/02/15 00:27:33.000,2016/02/15 00:27:33.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,9298,ManualState
86503,Cancelar Solicitud,7297,2016/02/15 00:35:56.000,2016/02/15 03:39:56.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,7297,Event
86503,Notificacion estudiante cancelacion soli,7297,2016/03/17 14:55:13.000,2016/03/17 14:55:13.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,7297,AutoState
86503,End,End,2016/03/17 14:55:13.000,2016/03/17 14:55:13.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
86601,Start,Start,2016/02/15 09:43:09.000,2016/02/15 09:43:09.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
86601,Traer informacion estudiante - banner,8995,2016/02/15 09:43:09.000,2016/02/15 09:43:09.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,8995,AutoState
86601,Radicar Solicitud Homologacion,8995,2016/02/15 09:43:17.000,2016/02/15 09:43:17.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,8995,ManualState
86601,Cancelar Solicitud,19019,2016/02/15 09:49:01.000,2016/02/15 09:57:55.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,19019,Event
86601,Notificacion estudiante cancelacion soli,19019,2016/02/16 15:54:24.000,2016/02/16 15:54:24.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,19019,AutoState
86601,End,End,2016/02/16 15:54:24.000,2016/02/16 15:54:24.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
86751,Start,Start,2016/02/15 11:41:28.000,2016/02/15 11:41:28.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Start,complete,Start,Start
86751,Traer informacion estudiante - banner,9384,2016/02/15 11:41:28.000,2016/02/15 11:41:28.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Traer informacion estudiante - banner,complete,9384,AutoState
86751,Radicar Solicitud Homologacion,9384,2016/02/15 11:41:35.000,2016/02/15 11:41:35.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Radicar Solicitud Homologacion,complete,9384,ManualState
86751,Notificacion estudiante cancelacion soli,1,2016/02/23 23:24:21.000,2016/02/23 23:24:21.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Notificacion estudiante cancelacion soli,complete,1,AutoState
86751,End,End,2016/02/23 23:24:21.000,2016/02/23 23:24:21.000,Variant 5,5,Fluxicon Disco,Variant 5,5,End,complete,End,End
86851,Start,Start,2016/02/15 14:17:12.000,2016/02/15 14:17:12.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
86851,Traer informacion estudiante - banner,8213,2016/02/15 14:17:12.000,2016/02/15 14:17:12.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,8213,AutoState
86851,Radicar Solicitud Homologacion,8213,2016/02/15 14:17:18.000,2016/02/15 14:17:18.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,8213,ManualState
86851,Validar solicitud,1707,2016/02/15 14:22:37.000,2016/02/15 14:40:59.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,1707,ManualState
86851,Homologacion por grupo de cursos,15930,2016/02/17 17:22:55.000,2016/02/17 19:08:32.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,15930,SubProcessMultiInstance
86851,End,End,2016/02/17 19:08:32.000,2016/02/17 19:08:32.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
87051,Start,Start,2016/02/15 20:37:17.000,2016/02/15 20:37:17.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
87051,Traer informacion estudiante - banner,14128,2016/02/15 20:37:17.000,2016/02/15 20:37:17.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,14128,AutoState
87051,Radicar Solicitud Homologacion,14128,2016/02/15 20:37:21.000,2016/02/15 21:23:41.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,14128,ManualState
87051,Cancelar Solicitud,14128,2016/02/23 17:20:56.000,2016/02/23 17:20:59.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,14128,Event
87051,Notificacion estudiante cancelacion soli,14128,2016/02/23 17:24:07.000,2016/02/23 17:24:07.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,14128,AutoState
87051,End,End,2016/02/23 17:24:07.000,2016/02/23 17:24:07.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
87101,Start,Start,2016/02/16 00:19:15.000,2016/02/16 00:19:15.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
87101,Traer informacion estudiante - banner,17642,2016/02/16 00:19:15.000,2016/02/16 00:19:15.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,17642,AutoState
87101,Radicar Solicitud Homologacion,17642,2016/02/16 00:19:21.000,2016/02/16 00:48:13.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,17642,ManualState
87101,Validar solicitud,677,2016/02/19 21:11:35.000,2016/02/19 21:23:23.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,677,ManualState
87101,Homologacion por grupo de cursos,3445,2016/02/23 14:19:24.000,2016/02/23 14:30:13.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,3445,SubProcessMultiInstance
87101,End,End,2016/02/23 14:30:13.000,2016/02/23 14:30:13.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
87401,Start,Start,2016/02/16 21:07:34.000,2016/02/16 21:07:34.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
87401,Traer informacion estudiante - banner,305,2016/02/16 21:07:34.000,2016/02/16 21:07:34.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,305,AutoState
87401,Radicar Solicitud Homologacion,305,2016/02/16 21:07:40.000,2016/02/16 21:08:13.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,305,ManualState
87401,Validar solicitud,7019,2016/02/16 21:41:33.000,2016/02/16 21:44:51.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,7019,ManualState
87401,Homologacion por grupo de cursos,26796,2016/02/17 14:55:41.000,2016/02/18 00:09:06.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,26796,SubProcessMultiInstance
87401,End,End,2016/02/18 00:09:06.000,2016/02/18 00:09:06.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
87402,Start,Start,2016/02/16 21:58:58.000,2016/02/16 21:58:58.000,Variant 23,23,Fluxicon Disco,Variant 23,23,Start,complete,Start,Start
87402,Traer informacion estudiante - banner,7007,2016/02/16 21:58:58.000,2016/02/16 21:58:58.000,Variant 23,23,Fluxicon Disco,Variant 23,23,Traer informacion estudiante - banner,complete,7007,AutoState
87402,Radicar Solicitud Homologacion,7007,2016/02/16 21:58:59.000,2016/02/16 22:30:00.000,Variant 23,23,Fluxicon Disco,Variant 23,23,Radicar Solicitud Homologacion,complete,7007,ManualState
87402,Radicar Solicitud Homologacion,7007,2016/02/23 17:24:12.000,2016/02/23 18:01:50.000,Variant 23,23,Fluxicon Disco,Variant 23,23,Radicar Solicitud Homologacion,complete,7007,ManualState
87402,Notificacion estudiante cancelacion soli,1,2016/03/09 23:27:05.000,2016/03/09 23:27:05.000,Variant 23,23,Fluxicon Disco,Variant 23,23,Notificacion estudiante cancelacion soli,complete,1,AutoState
87402,End,End,2016/03/09 23:27:05.000,2016/03/09 23:27:05.000,Variant 23,23,Fluxicon Disco,Variant 23,23,End,complete,End,End
87451,Start,Start,2016/02/16 18:26:08.000,2016/02/16 18:26:08.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
87451,Traer informacion estudiante - banner,6004,2016/02/16 18:26:08.000,2016/02/16 18:26:08.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,6004,AutoState
87451,Radicar Solicitud Homologacion,6004,2016/02/16 18:26:13.000,2016/02/16 18:26:21.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,6004,ManualState
87451,Cancelar Solicitud,22404,2016/02/16 18:34:15.000,2016/02/16 18:58:40.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,22404,Event
87451,Notificacion estudiante cancelacion soli,22404,2016/02/19 20:31:08.000,2016/02/19 20:31:08.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,22404,AutoState
87451,End,End,2016/02/19 20:31:08.000,2016/02/19 20:31:08.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
87454,Start,Start,2016/02/16 20:28:34.000,2016/02/16 20:28:34.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
87454,Traer informacion estudiante - banner,8736,2016/02/16 20:28:34.000,2016/02/16 20:28:34.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,8736,AutoState
87454,Radicar Solicitud Homologacion,8736,2016/02/16 20:28:35.000,2016/02/16 20:32:35.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,8736,ManualState
87454,Validar solicitud,7320,2016/02/17 03:50:34.000,2016/02/17 04:18:34.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,7320,ManualState
87454,Homologacion por grupo de cursos,6952,2016/02/22 19:13:40.000,2016/02/23 00:37:36.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,6952,SubProcessMultiInstance
87454,End,End,2016/02/23 00:37:36.000,2016/02/23 00:37:36.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
87501,Start,Start,2016/02/16 20:51:08.000,2016/02/16 20:51:08.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
87501,Traer informacion estudiante - banner,6639,2016/02/16 20:51:08.000,2016/02/16 20:51:08.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,6639,AutoState
87501,Radicar Solicitud Homologacion,6639,2016/02/16 20:51:14.000,2016/02/16 20:51:14.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,6639,ManualState
87501,Validar solicitud,22475,2016/02/16 20:57:56.000,2016/02/16 21:04:38.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,22475,ManualState
87501,Homologacion por grupo de cursos,1343,2016/02/17 17:42:14.000,2016/02/17 22:39:10.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,1343,SubProcessMultiInstance
87501,End,End,2016/02/17 22:39:10.000,2016/02/17 22:39:10.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
87751,Start,Start,2016/02/17 12:53:11.000,2016/02/17 12:53:11.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Start,complete,Start,Start
87751,Traer informacion estudiante - banner,10995,2016/02/17 12:53:11.000,2016/02/17 12:53:11.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Traer informacion estudiante - banner,complete,10995,AutoState
87751,Radicar Solicitud Homologacion,10995,2016/02/17 12:53:16.000,2016/02/17 13:09:16.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Radicar Solicitud Homologacion,complete,10995,ManualState
87751,Validar solicitud,1707,2016/02/19 13:11:12.000,2016/02/19 13:46:50.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Validar solicitud,complete,1707,ManualState
87751,Homologacion por grupo de cursos,15930,2016/02/25 18:38:58.000,2016/02/25 19:42:07.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Homologacion por grupo de cursos,complete,15930,SubProcessMultiInstance
87751,Revisar curso,1707,2016/02/25 18:38:59.000,2016/02/25 18:46:54.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Revisar curso,complete,1707,ManualState
87751,Evaluacion curso,15930,2016/02/26 18:34:38.000,2016/02/26 19:22:34.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Evaluacion curso,complete,15930,SubProcessMultiInstance
87751,Validacion final,1707,2016/03/07 18:30:54.000,2016/03/07 18:35:23.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Validacion final,complete,1707,ManualState
87751,Visto Bueno Cierre Proceso,15930,2016/03/08 14:47:16.000,2016/03/08 14:50:04.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Visto Bueno Cierre Proceso,complete,15930,ManualState
87751,Transferir Creditos,15930,2016/03/08 17:48:04.000,2016/03/08 17:48:04.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Transferir Creditos,complete,15930,SubProcessMultiInstance
87751,Transferir creditos homologables,15930,2016/03/08 17:48:05.000,2016/03/08 17:48:05.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Transferir creditos homologables,complete,15930,AutoState
87751,End,End,2016/03/08 17:48:05.000,2016/03/08 17:48:05.000,Variant 11,11,Fluxicon Disco,Variant 11,11,End,complete,End,End
87752,Start,Start,2016/02/17 13:46:27.000,2016/02/17 13:46:27.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Start,complete,Start,Start
87752,Traer informacion estudiante - banner,9886,2016/02/17 13:46:27.000,2016/02/17 13:46:27.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Traer informacion estudiante - banner,complete,9886,AutoState
87752,Radicar Solicitud Homologacion,9886,2016/02/17 13:46:31.000,2016/02/17 13:53:53.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Radicar Solicitud Homologacion,complete,9886,ManualState
87752,Homologacion por grupo de cursos,1343,2016/02/17 22:15:45.000,2016/02/18 03:09:56.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Homologacion por grupo de cursos,complete,1343,SubProcessMultiInstance
87752,Validar solicitud,22475,2016/02/18 00:22:26.000,2016/02/18 00:22:26.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Validar solicitud,complete,22475,ManualState
87752,End,End,2016/02/18 00:22:26.000,2016/02/18 00:22:26.000,Variant 24,24,Fluxicon Disco,Variant 24,24,End,complete,End,End
87753,Start,Start,2016/02/17 15:03:22.000,2016/02/17 15:03:22.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
87753,Traer informacion estudiante - banner,26147,2016/02/17 15:03:22.000,2016/02/17 15:03:22.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,26147,AutoState
87753,Radicar Solicitud Homologacion,26147,2016/02/17 15:03:25.000,2016/02/17 15:03:42.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,26147,ManualState
87753,Cancelar Solicitud,7080,2016/02/17 15:21:19.000,2016/02/17 15:44:57.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,7080,Event
87753,Notificacion estudiante cancelacion soli,7080,2016/02/22 12:34:39.000,2016/02/22 12:34:39.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,7080,AutoState
87753,End,End,2016/02/22 12:34:39.000,2016/02/22 12:34:39.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
87754,Start,Start,2016/02/17 15:41:23.000,2016/02/17 15:41:23.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Start,complete,Start,Start
87754,Traer informacion estudiante - banner,10168,2016/02/17 15:41:23.000,2016/02/17 15:41:23.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Traer informacion estudiante - banner,complete,10168,AutoState
87754,Radicar Solicitud Homologacion,10168,2016/02/17 15:41:24.000,2016/02/17 16:04:42.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Radicar Solicitud Homologacion,complete,10168,ManualState
87754,Validar solicitud,7297,2016/02/22 10:35:06.000,2016/02/22 12:59:06.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Validar solicitud,complete,7297,ManualState
87754,Homologacion por grupo de cursos,7324,2016/03/17 14:35:17.000,2016/03/17 20:39:17.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Homologacion por grupo de cursos,complete,7324,SubProcessMultiInstance
87754,Revisar curso,7297,2016/03/17 14:35:17.000,2016/03/17 14:35:17.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Revisar curso,complete,7297,ManualState
87754,Evaluacion curso,7297,2016/03/17 14:46:28.000,2016/03/17 20:50:28.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Evaluacion curso,complete,7297,SubProcessMultiInstance
87754,Validacion final,7297,2016/05/27 20:06:30.000,2016/05/27 20:06:30.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Validacion final,complete,7297,ManualState
87754,Visto Bueno Cierre Proceso,7324,2016/05/27 20:14:19.000,2016/05/27 20:14:19.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Visto Bueno Cierre Proceso,complete,7324,ManualState
87754,End,End,2016/05/27 20:14:19.000,2016/05/27 20:14:19.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,complete,End,End
87755,Start,Start,2016/02/17 16:36:39.000,2016/02/17 16:36:39.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Start,complete,Start,Start
87755,Traer informacion estudiante - banner,7007,2016/02/17 16:36:39.000,2016/02/17 16:36:39.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Traer informacion estudiante - banner,complete,7007,AutoState
87755,Radicar Solicitud Homologacion,7007,2016/02/17 16:36:40.000,2016/02/17 16:37:30.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Radicar Solicitud Homologacion,complete,7007,ManualState
87755,Validar solicitud,1707,2016/02/17 17:27:35.000,2016/02/17 18:16:40.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Validar solicitud,complete,1707,ManualState
87755,Homologacion por grupo de cursos,15930,2016/02/25 18:32:55.000,2016/02/25 19:36:09.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Homologacion por grupo de cursos,complete,15930,SubProcessMultiInstance
87755,Revisar curso,1707,2016/02/25 18:32:56.000,2016/02/25 18:40:54.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Revisar curso,complete,1707,ManualState
87755,Evaluacion curso,15930,2016/02/26 18:31:54.000,2016/02/26 19:19:51.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Evaluacion curso,complete,15930,SubProcessMultiInstance
87755,Validacion final,1707,2016/03/07 18:29:26.000,2016/03/07 18:33:56.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Validacion final,complete,1707,ManualState
87755,Visto Bueno Cierre Proceso,15930,2016/03/08 14:46:20.000,2016/03/08 14:49:07.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Visto Bueno Cierre Proceso,complete,15930,ManualState
87755,End,End,2016/03/08 14:49:07.000,2016/03/08 14:49:07.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,complete,End,End
87801,Start,Start,2016/02/17 15:55:09.000,2016/02/17 15:55:09.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Start,complete,Start,Start
87801,Traer informacion estudiante - banner,566,2016/02/17 15:55:09.000,2016/02/17 15:55:09.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Traer informacion estudiante - banner,complete,566,AutoState
87801,Radicar Solicitud Homologacion,566,2016/02/17 15:55:12.000,2016/02/17 15:55:17.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Radicar Solicitud Homologacion,complete,566,ManualState
87801,Validar solicitud,677,2016/02/17 16:01:04.000,2016/02/17 16:36:02.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Validar solicitud,complete,677,ManualState
87801,Homologacion por grupo de cursos,3445,2016/02/23 20:18:20.000,2016/02/24 02:50:20.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Homologacion por grupo de cursos,complete,3445,SubProcessMultiInstance
87801,Revisar curso,22534,2016/02/23 20:18:20.000,2016/02/24 02:01:29.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Revisar curso,complete,22534,ManualState
87801,Evaluacion curso,22534,2016/04/29 19:09:07.000,2016/04/29 19:20:14.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Evaluacion curso,complete,22534,SubProcessMultiInstance
87801,Validacion final,677,2016/05/03 00:16:19.000,2016/05/03 00:46:54.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Validacion final,complete,677,ManualState
87801,Visto Bueno Cierre Proceso,3445,2016/05/06 22:52:14.000,2016/05/06 22:59:21.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Visto Bueno Cierre Proceso,complete,3445,ManualState
87801,Transferir Creditos,3445,2016/05/10 20:10:17.000,2016/05/10 20:10:17.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Transferir Creditos,complete,3445,SubProcessMultiInstance
87801,End,End,2016/05/10 20:10:17.000,2016/05/10 20:10:17.000,Variant 12,12,Fluxicon Disco,Variant 12,12,End,complete,End,End
87901,Start,Start,2016/02/17 19:31:47.000,2016/02/17 19:31:47.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
87901,Traer informacion estudiante - banner,5667,2016/02/17 19:31:47.000,2016/02/17 19:31:47.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,5667,AutoState
87901,Radicar Solicitud Homologacion,5667,2016/02/17 19:31:53.000,2016/02/17 19:31:53.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,5667,ManualState
87901,Validar solicitud,387,2016/02/17 20:14:17.000,2016/02/17 20:18:17.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,387,ManualState
87901,Homologacion por grupo de cursos,1007,2016/02/18 13:28:48.000,2016/02/18 13:48:48.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,1007,SubProcessMultiInstance
87901,End,End,2016/02/18 13:48:48.000,2016/02/18 13:48:48.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
87902,Start,Start,2016/02/17 19:50:11.000,2016/02/17 19:50:11.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
87902,Traer informacion estudiante - banner,5667,2016/02/17 19:50:11.000,2016/02/17 19:50:11.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,5667,AutoState
87902,Radicar Solicitud Homologacion,5667,2016/02/17 19:50:15.000,2016/02/17 19:50:15.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,5667,ManualState
87902,Validar solicitud,387,2016/02/17 20:15:20.000,2016/02/17 20:19:20.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,387,ManualState
87902,Homologacion por grupo de cursos,1007,2016/02/18 13:29:22.000,2016/02/18 16:23:42.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,1007,SubProcessMultiInstance
87902,End,End,2016/02/18 16:23:42.000,2016/02/18 16:23:42.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
87903,Start,Start,2016/02/17 20:05:19.000,2016/02/17 20:05:19.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
87903,Traer informacion estudiante - banner,5667,2016/02/17 20:05:19.000,2016/02/17 20:05:19.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,5667,AutoState
87903,Radicar Solicitud Homologacion,5667,2016/02/17 20:05:22.000,2016/02/17 20:05:22.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,5667,ManualState
87903,Validar solicitud,387,2016/02/17 20:17:55.000,2016/02/17 20:21:55.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,387,ManualState
87903,Homologacion por grupo de cursos,1007,2016/02/18 13:30:34.000,2016/02/18 14:48:40.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,1007,SubProcessMultiInstance
87903,End,End,2016/02/18 14:48:40.000,2016/02/18 14:48:40.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
87904,Start,Start,2016/02/17 20:51:49.000,2016/02/17 20:51:49.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
87904,Traer informacion estudiante - banner,22795,2016/02/17 20:51:49.000,2016/02/17 20:51:49.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,22795,AutoState
87904,Radicar Solicitud Homologacion,22795,2016/02/17 20:51:52.000,2016/02/17 20:52:01.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,22795,ManualState
