case_id,resource,role,activity,FixedCost,ResourceCost,Start_Time,End_Time,AssignedTime
193,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-27T08:52:38.978,2023-02-27T09:18:12.206,2023-02-27T08:51:59.516
185,Clerk-000004,Clerk,Cancel application,0.0,0.08,2023-02-27T09:15:04.682,2023-02-27T09:20:04.682,2023-02-27T09:15:04.682
190,Clerk-000007,Clerk,Reject application,0.0,0.17,2023-02-27T09:10:54.727,2023-02-27T09:20:54.727,2023-02-27T09:10:54.727
192,Clerk-000002,Clerk,Check credit history,0.0,0.6,2023-02-27T08:46:11.447,2023-02-27T09:22:23.209,2023-02-27T08:46:11.447
189,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-27T07:57:15.906,2023-02-27T09:33:04.382,2023-02-27T07:57:15.906
193,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-27T09:14:21.450,2023-02-27T09:33:18.404,2023-02-27T08:51:59.516
195,Clerk-000006,Clerk,Check application form completeness,0.0,0.11,2023-02-27T09:30:00.000,2023-02-27T09:36:39.339,2023-02-27T09:30:00.000
191,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-02-27T09:16:03.345,2023-02-27T09:38:44.083,2023-02-27T09:16:03.345
192,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-02-27T09:22:23.209,2023-02-27T09:42:23.209,2023-02-27T09:22:23.209
195,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-27T09:36:39.339,2023-02-27T09:46:18.962,2023-02-27T09:36:39.339
192,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-02-27T09:42:23.209,2023-02-27T09:48:23.088,2023-02-27T09:42:23.209
194,Clerk-000005,Clerk,Check application form completeness,0.0,0.84,2023-02-27T09:00:00.000,2023-02-27T09:50:17.846,2023-02-27T09:00:00.000
194,Clerk-000001,Clerk,Check credit history,0.0,0.02,2023-02-27T09:50:17.846,2023-02-27T09:51:25.066,2023-02-27T09:50:17.846
188,Clerk-000003,Clerk,Cancel application,0.0,0.08,2023-02-27T09:46:46.635,2023-02-27T09:51:46.635,2023-02-27T09:46:46.635
189,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-02-27T09:33:04.382,2023-02-27T09:53:04.382,2023-02-27T09:33:04.382
193,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-02-27T09:33:18.404,2023-02-27T09:53:18.404,2023-02-27T09:33:18.404
191,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-27T09:38:44.083,2023-02-27T09:58:44.083,2023-02-27T09:38:44.083
192,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-02-27T09:48:23.088,2023-02-27T10:08:23.088,2023-02-27T09:48:23.088
189,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-02-27T09:53:04.382,2023-02-27T10:09:23.944,2023-02-27T09:53:04.382
196,Clerk-000004,Clerk,Check application form completeness,0.0,0.23,2023-02-27T10:00:00.000,2023-02-27T10:13:46.218,2023-02-27T10:00:00.000
194,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-27T09:50:17.846,2023-02-27T10:14:07.372,2023-02-27T09:50:17.846
193,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-02-27T09:53:18.404,2023-02-27T10:27:55.204,2023-02-27T09:53:18.404
195,Clerk-000008,Clerk,Check credit history,0.0,0.87,2023-02-27T09:36:39.339,2023-02-27T10:29:05.709,2023-02-27T09:36:39.339
189,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-27T10:09:23.944,2023-02-27T10:29:23.944,2023-02-27T10:09:23.944
196,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-27T10:13:46.218,2023-02-27T10:37:55.237,2023-02-27T10:13:46.218
197,Clerk-000002,Clerk,Check application form completeness,0.0,0.21,2023-02-27T10:30:00.000,2023-02-27T10:42:32.451,2023-02-27T10:30:00.000
197,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-27T10:42:32.451,2023-02-27T10:46:35.253,2023-02-27T10:42:32.451
193,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-02-27T10:27:55.204,2023-02-27T10:47:55.204,2023-02-27T10:27:55.204
196,Clerk-000007,Clerk,Check credit history,0.0,0.59,2023-02-27T10:13:46.218,2023-02-27T10:49:04.744,2023-02-27T10:13:46.218
191,Clerk-000005,Clerk,Approve application,0.0,0.08,2023-02-27T10:58:44.083,2023-02-27T11:03:44.083,2023-02-27T10:58:44.083
195,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-27T09:36:39.339,2023-02-27T11:09:40.791,2023-02-27T09:36:39.339
192,Clerk-000003,Clerk,Cancel application,0.0,0.08,2023-02-27T11:08:23.088,2023-02-27T11:13:23.088,2023-02-27T11:08:23.088
196,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-27T11:09:40.791,2023-02-27T11:15:45.155,2023-02-27T10:13:46.218
197,Clerk-000006,Clerk,Check credit history,0.0,0.76,2023-02-27T10:42:32.451,2023-02-27T11:28:12.231,2023-02-27T10:42:32.451
195,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-02-27T11:09:40.791,2023-02-27T11:29:40.791,2023-02-27T11:09:40.791
198,Clerk-000001,Clerk,Check application form completeness,0.0,0.52,2023-02-27T11:00:00.000,2023-02-27T11:31:21.542,2023-02-27T11:00:00.000
189,Clerk-000004,Clerk,Cancel application,0.0,0.08,2023-02-27T11:29:23.944,2023-02-27T11:34:23.944,2023-02-27T11:29:23.944
196,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-02-27T11:15:45.155,2023-02-27T11:35:45.155,2023-02-27T11:15:45.155
196,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-02-27T11:35:45.155,2023-02-27T11:35:57.532,2023-02-27T11:35:45.155
198,Clerk-000002,Clerk,Return application back to applicant,0.0,0.08,2023-02-27T11:31:21.542,2023-02-27T11:36:21.542,2023-02-27T11:31:21.542
194,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-27T09:50:17.846,2023-02-27T11:52:19.192,2023-02-27T09:50:17.846
193,Clerk-000007,Clerk,Approve application,0.0,0.08,2023-02-27T11:47:55.204,2023-02-27T11:52:55.204,2023-02-27T11:47:55.204
196,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-27T11:35:57.532,2023-02-27T11:55:57.532,2023-02-27T11:35:57.532
200,Clerk-000005,Clerk,Check application form completeness,0.0,0.05,2023-02-27T12:00:00.000,2023-02-27T12:03:08.524,2023-02-27T12:00:00.000
200,Clerk-000003,Clerk,Check credit history,0.0,0.14,2023-02-27T12:03:08.524,2023-02-27T12:11:25.016,2023-02-27T12:03:08.524
200,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-27T12:03:08.524,2023-02-27T12:12:11.478,2023-02-27T12:03:08.524
194,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-02-27T11:52:19.192,2023-02-27T12:12:19.192,2023-02-27T11:52:19.192
194,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2023-02-27T12:12:19.192,2023-02-27T12:12:49.624,2023-02-27T12:12:19.192
194,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-02-27T12:12:49.624,2023-02-27T12:32:49.624,2023-02-27T12:12:49.624
198,Applicant-000001,Applicant,Applicant completes form,0.0,0.0,2023-02-27T11:36:21.542,2023-02-27T12:36:21.542,2023-02-27T11:36:21.542
199,Clerk-000008,Clerk,Check application form completeness,0.0,1.13,2023-02-27T11:30:00.000,2023-02-27T12:37:35.684,2023-02-27T11:30:00.000
201,Clerk-000001,Clerk,Check application form completeness,0.0,0.15,2023-02-27T12:30:00.000,2023-02-27T12:38:45.406,2023-02-27T12:30:00.000
201,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-27T12:38:45.406,2023-02-27T12:39:04.419,2023-02-27T12:38:45.406
195,Clerk-000006,Clerk,Reject application,0.0,0.17,2023-02-27T12:29:40.791,2023-02-27T12:39:40.791,2023-02-27T12:29:40.791
199,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-27T12:37:35.684,2023-02-27T12:49:12.773,2023-02-27T12:37:35.684
197,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-27T11:15:45.155,2023-02-27T12:54:45.223,2023-02-27T10:42:32.451
201,Clerk-000007,Clerk,Check credit history,0.0,0.29,2023-02-27T12:38:45.406,2023-02-27T12:55:59.351,2023-02-27T12:38:45.406
198,Clerk-000004,Clerk,Check application form completeness,0.0,0.39,2023-02-27T12:36:21.542,2023-02-27T12:59:42.429,2023-02-27T12:36:21.542
196,Clerk-000005,Clerk,Cancel application,0.0,0.08,2023-02-27T12:55:57.532,2023-02-27T13:00:57.532,2023-02-27T12:55:57.532
200,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-27T12:03:08.524,2023-02-27T13:08:16.830,2023-02-27T12:03:08.524
197,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-02-27T12:54:45.223,2023-02-27T13:14:45.223,2023-02-27T12:54:45.223
197,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-02-27T13:14:45.223,2023-02-27T13:14:55.937,2023-02-27T13:14:45.223
199,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-27T12:54:45.223,2023-02-27T13:24:39.342,2023-02-27T12:37:35.684
202,Clerk-000008,Clerk,Check application form completeness,0.0,0.42,2023-02-27T13:00:00.000,2023-02-27T13:25:05.437,2023-02-27T13:00:00.000
200,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-02-27T13:08:16.830,2023-02-27T13:28:16.830,2023-02-27T13:08:16.830
200,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2023-02-27T13:28:16.830,2023-02-27T13:28:48.237,2023-02-27T13:28:16.830
202,Clerk-000001,Clerk,Return application back to applicant,0.0,0.08,2023-02-27T13:25:05.437,2023-02-27T13:30:05.437,2023-02-27T13:25:05.437
198,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-27T12:59:42.429,2023-02-27T13:30:18.978,2023-02-27T12:59:42.429
198,Clerk-000003,Clerk,Check credit history,0.0,0.55,2023-02-27T12:59:42.429,2023-02-27T13:32:32.121,2023-02-27T12:59:42.429
197,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-27T13:14:55.937,2023-02-27T13:34:55.937,2023-02-27T13:14:55.937
194,Clerk-000007,Clerk,Approve application,0.0,0.08,2023-02-27T13:32:49.624,2023-02-27T13:37:49.624,2023-02-27T13:32:49.624
203,Clerk-000006,Clerk,Check application form completeness,0.0,0.19,2023-02-27T13:30:00.000,2023-02-27T13:41:34.427,2023-02-27T13:30:00.000
201,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-27T13:24:39.342,2023-02-27T13:48:01.601,2023-02-27T12:38:45.406
200,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-02-27T13:28:48.237,2023-02-27T13:48:48.237,2023-02-27T13:28:48.237
203,Clerk-000004,Clerk,Check credit history,0.0,0.22,2023-02-27T13:41:34.427,2023-02-27T13:54:39.120,2023-02-27T13:41:34.427
203,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-27T13:41:34.427,2023-02-27T13:58:02.126,2023-02-27T13:41:34.427
201,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-02-27T13:48:01.601,2023-02-27T14:08:01.601,2023-02-27T13:48:01.601
199,Clerk-000002,Clerk,Check credit history,0.0,1.52,2023-02-27T12:37:35.684,2023-02-27T14:09:00.843,2023-02-27T12:37:35.684
204,Clerk-000005,Clerk,Check application form completeness,0.0,0.18,2023-02-27T14:00:00.000,2023-02-27T14:11:04.342,2023-02-27T14:00:00.000
198,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-27T13:08:16.830,2023-02-27T14:11:47.275,2023-02-27T12:59:42.429
201,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-02-27T14:08:01.601,2023-02-27T14:14:44.874,2023-02-27T14:08:01.601
203,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-27T13:48:01.601,2023-02-27T14:23:14.854,2023-02-27T13:41:34.427
199,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-02-27T14:09:00.843,2023-02-27T14:29:00.843,2023-02-27T14:09:00.843
202,Applicant-000001,Applicant,Applicant completes form,0.0,0.0,2023-02-27T13:30:05.437,2023-02-27T14:30:05.437,2023-02-27T13:30:05.437
205,Clerk-000001,Clerk,Check application form completeness,0.0,0.03,2023-02-27T14:30:00.000,2023-02-27T14:31:44.256,2023-02-27T14:30:00.000
198,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-02-27T14:11:47.275,2023-02-27T14:31:47.275,2023-02-27T14:11:47.275
198,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-02-27T14:31:47.275,2023-02-27T14:34:14.067,2023-02-27T14:31:47.275
201,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-27T14:14:44.874,2023-02-27T14:34:44.874,2023-02-27T14:14:44.874
197,Clerk-000006,Clerk,Approve application,0.0,0.08,2023-02-27T14:34:55.937,2023-02-27T14:39:55.937,2023-02-27T14:34:55.937
203,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-02-27T14:23:14.854,2023-02-27T14:43:14.854,2023-02-27T14:23:14.854
205,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-27T14:31:44.256,2023-02-27T14:44:55.815,2023-02-27T14:31:44.256
203,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-02-27T14:43:14.854,2023-02-27T14:46:36.327,2023-02-27T14:43:14.854
202,Clerk-000003,Clerk,Check application form completeness,0.0,0.31,2023-02-27T14:30:05.437,2023-02-27T14:48:37.389,2023-02-27T14:30:05.437
202,Clerk-000004,Clerk,Return application back to applicant,0.0,0.08,2023-02-27T14:48:37.389,2023-02-27T14:53:37.389,2023-02-27T14:48:37.389
200,Clerk-000002,Clerk,Cancel application,0.0,0.08,2023-02-27T14:48:48.237,2023-02-27T14:53:48.237,2023-02-27T14:48:48.237
198,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-02-27T14:34:14.067,2023-02-27T14:54:14.067,2023-02-27T14:34:14.067
205,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-27T14:31:44.256,2023-02-27T14:56:40.456,2023-02-27T14:31:44.256
204,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-27T14:11:04.342,2023-02-28T07:00:17.873,2023-02-27T14:11:04.342
206,Clerk-000005,Clerk,Check application form completeness,0.0,0.01,2023-02-28T07:00:00.000,2023-02-28T07:00:28.149,2023-02-27T15:00:00.000
204,Clerk-000008,Clerk,Check credit history,0.0,0.88,2023-02-27T14:11:04.342,2023-02-28T07:04:06.069,2023-02-27T14:11:04.342
201,Clerk-000006,Clerk,Cancel application,0.0,0.08,2023-02-28T07:00:00.000,2023-02-28T07:05:00.000,2023-02-27T15:34:44.874
198,Clerk-000003,Clerk,Cancel application,0.0,0.08,2023-02-28T07:00:00.000,2023-02-28T07:05:00.000,2023-02-27T15:54:14.067
206,Clerk-000004,Clerk,Check credit history,0.0,0.1,2023-02-28T07:00:28.149,2023-02-28T07:06:17.333,2023-02-28T07:00:28.149
203,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-27T14:46:36.327,2023-02-28T07:06:36.327,2023-02-27T14:46:36.327
199,Clerk-000001,Clerk,Reject application,0.0,0.17,2023-02-28T07:00:00.000,2023-02-28T07:10:00.000,2023-02-27T15:29:00.843
206,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-28T07:00:28.149,2023-02-28T07:18:44.550,2023-02-28T07:00:28.149
206,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-28T07:00:28.149,2023-02-28T07:34:31.718,2023-02-28T07:00:28.149
204,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-27T14:11:47.275,2023-02-28T07:42:10.552,2023-02-27T14:11:04.342
202,Applicant-000001,Applicant,Applicant completes form,0.0,0.0,2023-02-27T14:53:37.389,2023-02-28T07:53:37.389,2023-02-27T14:53:37.389
206,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-02-28T07:34:31.718,2023-02-28T07:54:31.718,2023-02-28T07:34:31.718
207,Clerk-000002,Clerk,Check application form completeness,0.0,0.49,2023-02-28T07:30:00.000,2023-02-28T07:59:14.211,2023-02-28T07:30:00.000
204,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-02-28T07:42:10.552,2023-02-28T08:02:10.552,2023-02-28T07:42:10.552
207,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-28T07:59:14.211,2023-02-28T08:04:31.229,2023-02-28T07:59:14.211
205,Clerk-000007,Clerk,Check credit history,0.0,1.57,2023-02-27T14:31:44.256,2023-02-28T08:05:52.214,2023-02-27T14:31:44.256
203,Clerk-000003,Clerk,Cancel application,0.0,0.08,2023-02-28T08:06:36.327,2023-02-28T08:11:36.327,2023-02-28T08:06:36.327
206,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2023-02-28T07:54:31.718,2023-02-28T08:19:26.541,2023-02-28T07:54:31.718
202,Clerk-000005,Clerk,Check application form completeness,0.0,0.44,2023-02-28T07:53:37.389,2023-02-28T08:19:52.415,2023-02-28T07:53:37.389
202,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-28T08:19:52.415,2023-02-28T08:24:18.136,2023-02-28T08:19:52.415
202,Clerk-000004,Clerk,Check credit history,0.0,0.08,2023-02-28T08:19:52.415,2023-02-28T08:24:45.601,2023-02-28T08:19:52.415
205,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-02-28T08:05:52.214,2023-02-28T08:25:52.214,2023-02-28T08:05:52.214
207,Clerk-000008,Clerk,Check credit history,0.0,0.53,2023-02-28T07:59:14.211,2023-02-28T08:31:07.952,2023-02-28T07:59:14.211
206,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-02-28T08:19:26.541,2023-02-28T08:39:26.541,2023-02-28T08:19:26.541
208,Clerk-000006,Clerk,Check application form completeness,0.0,0.69,2023-02-28T08:00:00.000,2023-02-28T08:41:07.989,2023-02-28T08:00:00.000
207,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-28T07:59:14.211,2023-02-28T08:48:42.303,2023-02-28T07:59:14.211
202,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-28T08:19:52.415,2023-02-28T08:50:28.733,2023-02-28T08:19:52.415
208,Clerk-000002,Clerk,Check credit history,0.0,0.36,2023-02-28T08:41:07.989,2023-02-28T09:02:37.430,2023-02-28T08:41:07.989
209,Clerk-000001,Clerk,Check application form completeness,0.0,0.55,2023-02-28T08:30:00.000,2023-02-28T09:02:43.686,2023-02-28T08:30:00.000
208,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-28T08:48:42.303,2023-02-28T09:02:55.144,2023-02-28T08:41:07.989
209,Clerk-000005,Clerk,Check credit history,0.0,0.06,2023-02-28T09:02:43.686,2023-02-28T09:06:35.036,2023-02-28T09:02:43.686
209,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-28T09:02:43.686,2023-02-28T09:08:10.743,2023-02-28T09:02:43.686
207,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-02-28T08:48:42.303,2023-02-28T09:08:42.303,2023-02-28T08:48:42.303
202,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-02-28T08:50:28.733,2023-02-28T09:10:28.733,2023-02-28T08:50:28.733
202,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2023-02-28T09:10:28.733,2023-02-28T09:11:34.580,2023-02-28T09:10:28.733
204,Clerk-000003,Clerk,Reject application,0.0,0.17,2023-02-28T09:02:10.552,2023-02-28T09:12:10.552,2023-02-28T09:02:10.552
208,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-28T08:41:07.989,2023-02-28T09:17:39.207,2023-02-28T08:41:07.989
210,Clerk-000007,Clerk,Check application form completeness,0.0,0.45,2023-02-28T09:00:00.000,2023-02-28T09:26:58.966,2023-02-28T09:00:00.000
202,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-28T09:11:34.580,2023-02-28T09:31:34.580,2023-02-28T09:11:34.580
211,Clerk-000006,Clerk,Check application form completeness,0.0,0.04,2023-02-28T09:30:00.000,2023-02-28T09:32:10.765,2023-02-28T09:30:00.000
205,Clerk-000004,Clerk,Reject application,0.0,0.17,2023-02-28T09:25:52.214,2023-02-28T09:35:52.214,2023-02-28T09:25:52.214
208,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-02-28T09:17:39.207,2023-02-28T09:37:39.207,2023-02-28T09:17:39.207
211,Clerk-000002,Clerk,Check credit history,0.0,0.12,2023-02-28T09:32:10.765,2023-02-28T09:39:17.752,2023-02-28T09:32:10.765
210,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-28T09:26:58.966,2023-02-28T09:39:37.036,2023-02-28T09:26:58.966
209,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-28T09:02:43.686,2023-02-28T09:39:45.746,2023-02-28T09:02:43.686
206,Clerk-000001,Clerk,Cancel application,0.0,0.08,2023-02-28T09:39:26.541,2023-02-28T09:44:26.541,2023-02-28T09:39:26.541
211,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-28T09:32:10.765,2023-02-28T09:49:57.734,2023-02-28T09:32:10.765
209,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-02-28T09:39:45.746,2023-02-28T09:59:45.746,2023-02-28T09:39:45.746
210,Clerk-000008,Clerk,Check credit history,0.0,0.6,2023-02-28T09:26:58.966,2023-02-28T10:02:53.667,2023-02-28T09:26:58.966
212,Clerk-000005,Clerk,Check application form completeness,0.0,0.23,2023-02-28T10:00:00.000,2023-02-28T10:13:32.304,2023-02-28T10:00:00.000
211,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-28T09:39:37.036,2023-02-28T10:14:23.006,2023-02-28T09:32:10.765
212,Clerk-000007,Clerk,Check credit history,0.0,0.05,2023-02-28T10:13:32.304,2023-02-28T10:16:34.822,2023-02-28T10:13:32.304
207,Clerk-000003,Clerk,Reject application,0.0,0.17,2023-02-28T10:08:42.303,2023-02-28T10:18:42.303,2023-02-28T10:08:42.303
212,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-28T10:13:32.304,2023-02-28T10:22:44.245,2023-02-28T10:13:32.304
210,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-28T09:26:58.966,2023-02-28T10:33:31.746,2023-02-28T09:26:58.966
211,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-02-28T10:14:23.006,2023-02-28T10:34:23.006,2023-02-28T10:14:23.006
202,Clerk-000004,Clerk,Cancel application,0.0,0.08,2023-02-28T10:31:34.580,2023-02-28T10:36:34.580,2023-02-28T10:31:34.580
211,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-02-28T10:34:23.006,2023-02-28T10:36:41.905,2023-02-28T10:34:23.006
212,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-28T10:13:32.304,2023-02-28T10:37:02.074,2023-02-28T10:13:32.304
208,Clerk-000002,Clerk,Reject application,0.0,0.17,2023-02-28T10:37:39.207,2023-02-28T10:47:39.207,2023-02-28T10:37:39.207
210,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-02-28T10:33:31.746,2023-02-28T10:53:31.746,2023-02-28T10:33:31.746
211,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-02-28T10:36:41.905,2023-02-28T10:56:41.905,2023-02-28T10:36:41.905
212,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-02-28T10:37:02.074,2023-02-28T10:57:02.074,2023-02-28T10:37:02.074
212,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-02-28T10:57:02.074,2023-02-28T11:06:35.691,2023-02-28T10:57:02.074
209,Clerk-000001,Clerk,Reject application,0.0,0.17,2023-02-28T10:59:45.746,2023-02-28T11:09:45.746,2023-02-28T10:59:45.746
213,Clerk-000006,Clerk,Check application form completeness,0.0,0.87,2023-02-28T10:30:00.000,2023-02-28T11:22:07.712,2023-02-28T10:30:00.000
214,Clerk-000008,Clerk,Check application form completeness,0.0,0.4,2023-02-28T11:00:00.000,2023-02-28T11:24:00.081,2023-02-28T11:00:00.000
214,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-28T11:24:00.081,2023-02-28T11:25:58.134,2023-02-28T11:24:00.081
212,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-28T11:06:35.691,2023-02-28T11:26:35.691,2023-02-28T11:06:35.691
214,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-28T11:24:00.081,2023-02-28T11:40:53.606,2023-02-28T11:24:00.081
211,Clerk-000002,Clerk,Cancel application,0.0,0.08,2023-02-28T11:56:41.905,2023-02-28T12:01:41.905,2023-02-28T11:56:41.905
210,Clerk-000004,Clerk,Reject application,0.0,0.17,2023-02-28T11:53:31.746,2023-02-28T12:03:31.746,2023-02-28T11:53:31.746
213,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-28T11:22:07.712,2023-02-28T12:05:19.669,2023-02-28T11:22:07.712
216,Clerk-000001,Clerk,Check application form completeness,0.0,0.24,2023-02-28T12:00:00.000,2023-02-28T12:14:16.591,2023-02-28T12:00:00.000
216,Clerk-000006,Clerk,Check credit history,0.0,0.19,2023-02-28T12:14:16.591,2023-02-28T12:25:53.597,2023-02-28T12:14:16.591
212,Clerk-000008,Clerk,Cancel application,0.0,0.08,2023-02-28T12:26:35.691,2023-02-28T12:31:35.691,2023-02-28T12:26:35.691
213,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-28T11:22:07.712,2023-02-28T12:34:33.955,2023-02-28T11:22:07.712
216,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-28T12:14:16.591,2023-02-28T12:42:37.456,2023-02-28T12:14:16.591
217,Clerk-000002,Clerk,Check application form completeness,0.0,0.39,2023-02-28T12:30:00.000,2023-02-28T12:53:23.865,2023-02-28T12:30:00.000
217,Clerk-000004,Clerk,Return application back to applicant,0.0,0.08,2023-02-28T12:53:23.865,2023-02-28T12:58:23.865,2023-02-28T12:53:23.865
214,Clerk-000007,Clerk,Check credit history,0.0,1.68,2023-02-28T11:24:00.081,2023-02-28T13:05:05.802,2023-02-28T11:24:00.081
215,Clerk-000003,Clerk,Check application form completeness,0.0,1.67,2023-02-28T11:30:00.000,2023-02-28T13:10:28.410,2023-02-28T11:30:00.000
213,Clerk-000005,Clerk,Check credit history,0.0,1.83,2023-02-28T11:22:07.712,2023-02-28T13:11:43.730,2023-02-28T11:22:07.712
215,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-28T13:10:28.410,2023-02-28T13:22:26.586,2023-02-28T13:10:28.410
